Код заказа,Станция старта,Станция финиша,Расчетная дата старта,Плановая дата старта,Время в пути,Мин допустимый объем,Запрошенный объем,Тарифы,Запрошенный тип вагона,Приоритет,Примененный тариф
302201_812941937003_0719,932103,937003,13,13,13,2,2,53514,2039,4,53514
303139_830582944702_0719,946801,944702,13,13,13,2,2,8550,2025,4,8550
303933_830578944702_0719,946801,944702,13,13,13,2,2,8550,2025,4,8550
303953_816495253508_0719,644708,253508,13,13,13,2,2,32238,2284,4,32238
303955_816499644803_0719,657907,644803,13,13,13,2,2,9616,2003,4,9616
303977_816575828501_0719,800008,828501,13,13,13,2,2,9749,2003,4,9749
305170_830580944702_0719,946801,944702,13,13,13,2,2,8550,2025,4,8550
303546_815646018409_0719,16403,18409,13,13,13,2,2,30015,2002,2,30015
302230_812994770300_0719,800402,770300,13,13,14,2,2,32484,2256,4,32484
302577_813709942105_0719,946801,942105,13,13,14,2,2,25768,2032,4,25768
303071_814704942105_0719,946801,942105,13,13,14,2,2,25768,2011,4,25768
303556_815662888004_0719,889100,888004,13,13,14,2,2,17704,2003,4,17704
303865_816265270306_0719,260003,270306,13,13,14,3,3,9749,2003,4,9749
303905_828963767308_0719,780707,767308,13,13,14,2,2,38886,2005,4,38886
303964_830572942105_0719,946801,942105,13,13,14,2,2,25768,2011,4,25768
304783_818227942105_0719,946801,942105,13,13,14,2,2,10395,2011,4,10395
302191_830663770300_0719,806708,770300,13,13,15,2,2,30558,2253,4,30558
302191_830667828501_0719,806708,828501,13,13,15,4,4,28841,2253,4,28841
302220_812970199407_0719,601102,199407,13,13,15,2,2,15767,2004,4,15767
302220_812975644803_0719,601102,644803,13,13,15,2,2,21781,2004,4,21781
303128_814819888004_0719,891806,888004,13,13,15,2,2,20892,2003,4,20892
303471_815502761405_0719,244208,761405,13,13,15,3,3,37182,2289,4,37182
303491_815541199407_0719,602001,199407,13,13,15,5,5,21614,2034,4,21614
303953_816496800101_0719,644708,800101,13,13,15,2,2,38959,2284,4,38959
304708_818048610807_0719,635306,610807,13,13,15,2,2,26466,2291,4,26466
304739_818114800101_0719,644606,800101,13,13,15,2,2,30092,2003,4,30092
304760_818153220504_0719,250904,220504,13,13,15,2,2,22839,2001,4,22839
304766_818167251305_0719,581407,251305,13,13,15,2,2,37131,2010,4,37131
306035_822509892103_0719,850401,892103,13,13,15,2,2,25947,2032,4,25947
307015_825727250001_0719,201005,250001,13,13,15,3,3,37512,2009,4,37512
307939_829240618207_0719,192605,618207,13,13,15,2,2,45080,2002,4,45080
304677_817988284101_0719,310109,284101,13,13,15,2,2,9616,2002,3,9616
305207_819137520901_0719,611602,520901,13,13,15,3,3,48335,2032,3,48335
303117_814793644803_0719,601600,644803,13,13,15,2,2,21781,2004,2,21781
303117_814794252401_0719,601600,252401,13,13,15,2,2,24195,2004,2,24195
295685_772290532909_0719,536308,532909,13,13,15,2,2,30435,2003,1,30435
302648_813851542703_0719,611509,542703,13,13,15,6,6,29777,2032,1,29777
303115_814784544501_0719,618207,544501,13,13,15,5,5,31494,2018,1,31494
307782_828545262009_0719,613805,262009,13,13,15,2,2,15120,2032,1,15120
286916_746816946801_0719,932103,946801,13,13,16,2,2,62738,2032,4,62738
302191_830658243607_0719,806708,243607,13,13,16,2,2,29922,2001,4,29922
303554_815656770300_0719,246203,770300,13,13,16,2,2,35882,2002,4,35882
303862_816261251305_0719,436701,251305,13,13,16,2,2,32666,2004,4,32666
303965_830557644004_0719,513109,644004,13,13,16,2,2,39895,2010,4,39895
303970_816559930108_0719,946801,930108,13,13,16,2,2,28079,2011,4,28079
304357_817317657705_0719,526005,657705,13,13,16,2,2,26639,2004,4,26639
304756_818145946801_0719,933801,946801,13,13,16,2,2,52021,2033,4,52021
305131_818968657606_0719,582404,657606,13,13,16,2,2,22563,2002,4,22563
305163_819040932809_0719,946801,932809,13,13,16,2,2,26224,2011,4,26224
305462_820267890907_0719,843408,890907,13,13,16,10,10,25065,2033,4,25065
306234_823291910000_0719,970001,910000,13,13,16,2,2,33162,2032,4,33162
308256_830405657705_0719,526005,657705,13,13,16,2,2,26639,2004,4,26639
303450_815442251305_0719,439305,251305,13,13,16,2,2,28048,2005,3,28048
303935_816466659006_0719,610506,659006,13,13,16,3,3,32886,2039,3,32886
303117_814791199407_0719,601600,199407,13,13,16,2,2,17512,2004,2,17512
303456_815461225902_0719,290009,225902,13,13,16,3,3,43458,2003,1,43458
303983_816600245709_0719,280904,245709,13,13,16,2,2,16327,2003,1,16327
306800_830643617806_0719,240809,617806,13,13,16,11,11,27992,2003,1,27992
308084_829755054104_0719,264502,54104,13,13,16,3,3,21593,2003,1,21593
296521_773944018606_0719,31600,18606,13,13,17,2,2,34200,2002,4,34200
302191_830659850308_0719,806708,850308,13,13,17,2,2,45441,2253,4,45441
302191_830661225902_0719,806708,225902,13,13,17,2,2,31399,2253,4,31399
302191_830666592401_0719,806708,592401,13,13,17,2,2,30982,2253,4,30982
302220_812976780603_0719,601102,780603,13,13,17,2,2,21811,2004,4,21811
303066_829868817600_0719,594604,817600,13,13,17,5,5,23495,2010,4,23495
303524_825559684001_0719,761602,684001,13,13,17,2,2,30171,2087,4,30171
303866_825851244208_0719,817102,244208,13,13,17,2,2,34520,2253,4,34520
304357_817320260200_0719,526005,260200,13,13,17,2,2,19350,2004,4,19350
304739_818108521001_0719,644606,521001,13,13,17,2,2,39403,2003,4,39403
307521_830059927105_0719,870000,927105,13,13,17,2,2,33332,2032,4,33332
307668_827819690002_0719,651807,690002,13,13,17,2,2,28705,2088,4,28705
303117_814792780603_0719,601600,780603,13,13,17,2,2,21811,2001,2,21811
303117_814797800205_0719,601600,800205,13,13,17,2,2,20771,2004,2,20771
302191_830671883809_0719,806708,883809,13,13,18,2,2,57727,2001,4,57727
302252_813039535907_0719,196502,535907,13,13,18,2,2,43661,2254,4,43661
302270_813087800205_0719,597706,800205,13,13,18,3,3,22634,2010,4,22634
302574_813699935506_0719,926403,935506,13,13,18,2,2,63319,2004,4,63319
303543_815634817507_0719,596402,817507,13,13,18,2,2,55282,2038,4,55282
303863_816263402000_0719,592204,402000,13,13,18,3,3,6789,2087,4,6789
303866_825854237609_0719,817102,237609,13,13,18,2,2,32725,2253,4,32725
303911_816384192906_0719,20502,192906,13,13,18,2,2,26612,2004,4,26612
303966_816550850204_0719,769604,850204,13,13,18,4,4,48836,2034,4,48836
304715_818065853109_0719,652602,853109,13,13,18,2,2,48858,2004,4,48858
304771_818189817507_0719,596309,817507,13,13,18,2,2,55790,2010,4,55790
304778_818217794305_0719,60406,794305,13,13,18,2,2,33766,2002,4,33766
305180_819086192906_0719,21806,192906,13,13,18,2,2,36619,2007,4,36619
305181_819094800008_0719,302507,800008,13,13,18,2,2,35073,2003,4,35073
306445_823999853109_0719,654701,853109,13,13,18,2,2,37936,2004,4,37936
306445_824002290206_0719,654701,290206,13,13,18,2,2,63007,2004,4,63007
306707_824627834108_0719,932103,834108,13,13,18,2,2,18360,2040,4,18360
307040_825800790003_0719,194403,790003,13,13,18,2,2,46235,2037,4,46235
302218_812966780800_0719,198404,780800,13,13,18,4,4,48898,2006,3,48898
303103_814763780800_0719,196803,780800,13,13,18,2,2,32593,2254,3,32593
304380_829943289904_0719,305007,289904,13,13,18,3,3,42242,2255,1,42242
301659_811179194507_0719,102901,194507,13,13,19,2,2,47449,2004,4,47449
302183_812887770005_0719,434208,770005,13,13,19,2,2,25915,2004,4,25915
302191_830665521001_0719,806708,521001,13,13,19,2,2,37864,2253,4,37864
302273_813092850204_0719,657606,850204,13,13,19,2,2,32220,2256,4,32220
302584_813716035508_0719,637104,35508,13,13,19,2,2,32009,2003,4,32009
302997_830309673308_0719,761405,673308,13,13,19,2,2,32609,2088,4,32609
303014_814613680509_0719,860009,680509,13,13,19,2,2,39758,2093,4,39758
303513_825987180504_0719,100001,180504,13,13,19,2,2,32466,2011,4,32466
304316_817256946801_0719,893500,946801,13,13,19,2,2,55080,2040,4,55080
304383_817371946801_0719,882506,946801,13,13,19,2,2,69300,2033,4,69300
304412_817432696102_0719,781004,696102,13,13,19,2,2,35541,2124,4,35541
304708_818042850204_0719,635306,850204,13,13,19,2,2,56847,2291,4,56847
304760_818151320007_0719,250904,320007,13,13,19,2,2,32668,2085,4,32668
305131_818967790408_0719,582404,790408,13,13,19,2,2,18726,2002,4,18726
305213_819143520901_0719,271101,520901,13,13,19,3,3,42211,2279,4,42211
306544_824207946801_0719,892103,946801,13,13,19,2,2,89550,2257,4,89550
306622_824427790408_0719,190008,790408,13,13,19,2,2,92014,2040,4,92014
295565_821944035601_0719,625200,35601,13,13,19,3,3,47481,2039,3,47481
304736_827011801208_0719,195800,801208,13,13,19,2,2,55516,2005,1,55516
307294_826597932601_0719,830304,932601,13,13,19,2,2,28537,2010,1,28537
302201_812940950008_0719,932103,950008,13,13,20,2,2,49858,2039,4,49858
302277_813102775408_0719,924605,775408,13,13,20,2,2,27492,2003,4,27492
302578_830448885805_0719,946801,885805,13,13,20,2,2,9851,2011,4,9851
303883_829229696206_0719,805707,696206,13,13,20,6,6,34529,2340,4,34529
303899_816356891806_0719,648109,891806,13,13,20,2,2,34582,2003,4,34582
304357_817318770103_0719,526005,770103,13,13,20,2,2,23412,2004,4,23412
304395_817397778406_0719,32406,778406,13,13,20,2,2,26519,2001,4,26519
304395_817401828501_0719,32406,828501,13,13,20,2,2,31355,2001,4,31355
305131_818966850204_0719,582404,850204,13,13,20,2,2,27351,2002,4,27351
306538_825753844701_0719,612107,844701,13,13,20,2,2,62868,2019,4,62868
308302_830603531304_0719,520901,531304,13,13,20,5,5,21739,2010,4,21739
301852_829033770103_0719,525801,770103,13,13,20,7,7,29342,2024,1,29342
302575_813703801405_0719,769303,804808,13,13,21,2,2,36048,2004,4,36048
303129_814824892103_0719,269402,892103,13,13,21,2,2,54478,2038,4,54478
303866_825849033502_0719,817102,33502,13,13,21,2,2,38206,2253,4,38206
304292_829030851207_0719,581407,851207,13,13,21,2,2,48051,2038,4,48051
306153_822885840005_0719,871200,851809,13,13,21,2,2,17261,2004,4,17261
303946_825904850204_0719,198508,850204,13,13,21,2,2,46209,2005,3,46209
302677_813923799309_0719,612003,799309,13,13,21,3,3,73052,2003,1,73052
302220_812974888201_0719,601102,888201,13,13,22,2,2,39834,2004,4,39834
302609_826000870000_0719,193504,870000,13,13,22,3,3,50970,2005,4,50970
302688_813943511404_0719,438406,516200,13,13,22,2,2,29229,2010,4,29229
302694_813956850204_0719,31808,850204,13,13,22,3,3,53689,2005,4,53689
303097_814757853109_0719,33409,853109,13,13,22,3,3,51681,2256,4,51681
303437_815420657606_0719,581801,635607,13,13,22,2,2,31609,2010,4,31609
304312_825272485604_0719,654307,485604,13,13,22,2,2,25679,2088,4,25679
304395_817400853109_0719,32406,853109,13,13,22,2,2,43279,2001,4,43279
305825_821823511404_0719,438506,516200,13,13,22,2,2,32980,2010,4,32980
305139_818976096605_0719,282002,96605,13,13,22,2,2,41941,2363,3,41941
303117_814795888201_0719,601600,888201,13,13,22,2,2,39834,2004,2,39834
302295_813126890907_0719,60302,890907,13,13,23,2,2,47482,2257,4,47482
302575_813704230506_0719,769303,233345,13,13,23,2,2,49964,2004,4,49964
305099_818908713100_0719,806708,713100,13,13,23,2,2,52071,2337,4,52071
305174_819069942105_0719,946801,931401,13,13,23,3,3,15639,2011,4,15639
307876_828975805302_0719,844307,804808,13,13,23,2,2,8911,2031,4,8911
303450_815441888004_0719,439305,888004,13,13,23,2,2,43565,2005,3,43565
302253_826993890004_0719,193805,890004,13,13,23,3,3,64324,2007,1,64324
304722_827005890004_0719,193805,890004,13,13,23,3,3,64324,2005,1,64324
301831_811989613608_0719,814903,614206,13,13,24,4,4,29347,2001,4,29347
302183_812888888004_0719,434208,888004,13,13,24,2,2,45432,2004,4,45432
302643_813843890907_0719,844307,888004,13,13,24,2,2,14474,2031,4,14474
303549_815649800205_0719,438603,804808,13,13,24,2,2,78422,2010,4,78422
303956_816502890108_0719,36801,890108,13,13,24,2,2,42617,2005,4,42617
304343_817298773101_0719,844701,793118,13,13,24,2,2,12910,2031,4,12910
304791_818254890108_0719,36801,890108,13,13,24,2,2,42617,2005,4,42617
306002_822411520901_0719,890108,520901,13,13,24,19,19,23279,2255,4,23279
306020_822457520901_0719,864103,520901,13,13,24,2,2,21913,2003,4,21913
306706_824621892103_0719,932103,888004,13,13,24,2,2,9725,2040,4,9725
307876_828973890907_0719,844307,888004,13,13,24,2,2,14474,2031,4,14474
303983_816597104801_0719,280904,104801,13,13,24,2,2,37892,2003,1,37892
303983_816606498708_0719,280904,498708,13,13,24,2,2,42594,2087,1,42594
304691_818015970001_0719,840109,970001,13,13,25,2,2,41431,2039,4,41431
304760_818149698606_0719,250904,698606,13,13,25,2,2,42742,2085,4,42742
305181_819089932207_0719,302507,932207,13,13,25,2,2,75539,2003,4,75539
305431_820186890907_0719,840109,888004,13,13,25,2,2,12646,2038,4,12646
305474_820343933801_0719,840109,931401,13,13,25,7,7,25564,2032,4,25564
305594_820875933801_0719,840109,931401,13,13,25,2,2,25564,2033,4,25564
307876_828972933801_0719,844307,931401,13,13,25,2,2,26454,2031,4,26454
308211_830437933801_0719,840109,931401,13,13,25,2,2,30873,2081,4,30873
303120_827006927105_0719,193805,927105,13,13,25,5,5,63274,2005,1,63274
308263_830467547001_0719,300605,547001,13,13,25,2,2,78560,2343,1,78560
302277_813104680509_0719,924605,680509,13,13,26,2,2,45061,2087,4,45061
302640_813833520901_0719,814903,525407,13,13,26,11,11,15063,2001,4,15063
303081_814715648503_0719,845600,651506,13,13,26,2,2,6821,2031,4,6821
303434_815414673806_0719,264004,673806,13,13,26,2,2,49326,2339,4,49326
304770_828674709406_0719,250707,709406,13,13,26,2,2,53875,2339,4,53875
305944_822180933801_0719,836103,931401,13,13,26,2,2,27130,2032,4,27130
307875_828970933801_0719,844701,931401,13,13,26,2,2,27784,2031,4,27784
303116_814788926403_0719,438800,926403,13,13,26,3,3,53830,2004,3,53830
302631_813815648503_0719,846001,651506,13,13,27,2,2,7087,2024,4,7087
304395_817398680509_0719,32406,680509,13,13,27,2,2,62630,2087,4,62630
306151_822882934908_0719,850505,931401,13,13,27,2,2,21656,2032,4,21656
306151_822883253207_0719,850505,244208,13,13,27,2,2,7953,2032,4,7953
306158_822893253207_0719,853005,244208,13,13,27,4,4,10394,2003,4,10394
306562_824258935506_0719,36801,935506,13,13,27,2,2,51125,2005,4,51125
303983_816604547001_0719,280904,547001,13,13,27,2,2,47620,2087,1,47620
302230_812996970406_0719,800402,970406,13,13,28,2,2,22484,2256,4,22484
302258_813045318401_0719,946801,318401,13,13,28,2,2,29160,2011,4,29160
304379_828989547105_0719,769604,547105,13,13,28,2,2,43737,2124,4,43737
306625_824435940006_0719,190008,940006,13,13,28,3,3,57046,2042,4,57046
302233_821930722203_0719,233400,722203,13,13,28,3,3,59341,2089,3,59341
304670_817978700100_0719,612003,700100,13,13,28,2,2,38426,2087,1,38426
303547_815647144508_0719,73406,144508,13,13,29,2,2,40370,2086,4,40370
304319_825287010002_0719,831400,34909,13,13,29,2,2,8543,2038,4,8543
306769_826767971907_0719,655206,971907,13,13,29,2,2,74022,2004,4,74022
303125_829913962109_0719,310607,962109,13,13,30,2,2,104640,2012,1,104640
302268_813063713007_0719,948101,713007,13,13,31,5,5,34767,2116,4,34767
303957_826368674103_0719,806803,674103,13,13,31,3,3,38280,2087,4,38280
305688_825497722203_0719,895101,722203,13,13,31,2,2,44400,2110,4,44400
302600_813756722203_0719,302304,722203,13,13,31,2,2,36621,2340,1,36621
303983_824481704309_0719,280904,704309,13,13,31,2,2,63300,2087,1,63300
304378_817357844307_0719,954704,851809,13,13,32,2,2,15313,2026,4,15313
304806_818284960103_0719,438302,960103,13,13,32,2,2,117820,2010,4,117820
305172_819067960103_0719,593300,960103,13,13,32,2,2,61525,2038,4,61525
306667_824535960103_0719,32105,960103,13,13,32,3,3,56576,2289,4,56576
308330_830656719107_0719,882506,719107,13,13,32,2,2,34920,2094,4,34920
302600_813748700308_0719,302304,700308,13,13,32,2,2,49089,2340,1,49089
305099_818913035508_0719,806708,35508,13,13,33,2,2,42387,2253,4,42387
303937_816468982403_0719,623008,982403,13,13,33,2,2,87597,2012,3,87597
303469_826932980605_0719,220504,980605,13,13,33,3,3,77475,2007,1,77475
303952_826928980605_0719,220504,980605,13,13,33,2,2,77475,2005,1,77475
303983_816608722203_0719,280904,722203,13,13,33,2,2,68466,2087,1,68466
305483_826935988306_0719,194901,988306,13,13,33,2,2,74268,2005,1,74268
305484_826939988306_0719,194901,988306,13,13,33,2,2,74268,2007,1,74268
302640_813835033004_0719,814903,33004,13,13,34,6,6,17195,2001,4,17195
305188_819114318401_0719,946801,318609,13,13,34,2,2,29160,2011,4,29160
302196_812933780800_0719,988306,780707,13,13,35,2,2,17655,2002,2,17655
304799_818274780800_0719,988306,780707,13,13,35,2,2,17655,2005,2,17655
305747_821484947005_0719,883809,947005,13,13,36,2,2,31137,2002,4,31137
302640_813837158209_0719,814903,158209,13,13,37,3,3,33740,2085,4,33740
304717_818073673806_0719,251803,673806,13,13,37,2,2,59993,2338,4,59993
303927_816441947005_0719,653003,947005,13,13,50,2,2,102439,2003,4,102439
302201_812941937003_0720,932103,937003,14,14,13,2,2,53514,2039,4,53514
303128_814820880801_0720,891806,880801,14,14,13,2,2,15241,2003,4,15241
303128_814821893708_0720,891806,893708,14,14,13,2,2,15241,2003,4,15241
303139_830582944702_0720,946801,944702,14,14,13,2,2,8550,2025,4,8550
303933_830578944702_0720,946801,944702,14,14,13,2,2,8550,2025,4,8550
303953_816495253508_0720,644708,253508,14,14,13,2,2,32238,2284,4,32238
303977_816575828501_0720,800008,828501,14,14,13,2,2,9749,2003,4,9749
305170_830580944702_0720,946801,944702,14,14,13,2,2,8550,2025,4,8550
308267_830476944702_0720,946801,944702,14,14,13,2,2,8550,2011,4,8550
303546_815646018409_0720,16403,18409,14,14,13,2,2,30015,2002,2,30015
302230_812994770300_0720,800402,770300,14,14,14,2,2,32484,2256,4,32484
302577_813709942105_0720,946801,942105,14,14,14,2,2,25768,2032,4,25768
302662_813890942105_0720,946801,942105,14,14,14,2,2,10395,2025,4,10395
303080_814714767308_0720,780001,767308,14,14,14,2,2,9749,2004,4,9749
303865_816265270306_0720,260003,270306,14,14,14,2,2,9749,2003,4,9749
303931_816449940006_0720,946801,940006,14,14,14,6,6,10395,2032,4,10395
304783_818227942105_0720,946801,942105,14,14,14,2,2,10395,2011,4,10395
308264_830468942105_0720,946801,942105,14,14,14,2,2,25768,2011,4,25768
302191_830663770300_0720,806708,770300,14,14,15,2,2,30558,2253,4,30558
302191_830667828501_0720,806708,828501,14,14,15,4,4,28841,2253,4,28841
302220_812970199407_0720,601102,199407,14,14,15,2,2,15767,2004,4,15767
302220_812975644803_0720,601102,644803,14,14,15,2,2,21781,2004,4,21781
303471_815502761405_0720,244208,761405,14,14,15,3,3,37182,2289,4,37182
303953_816496800101_0720,644708,800101,14,14,15,2,2,38959,2284,4,38959
304387_817379511404_0720,438406,511404,14,14,15,2,2,34176,2031,4,34176
304760_818153220504_0720,250904,220504,14,14,15,2,2,22839,2001,4,22839
306035_822509892103_0720,850401,892103,14,14,15,2,2,25947,2032,4,25947
307015_825727250001_0720,201005,250001,14,14,15,3,3,37512,2009,4,37512
307939_829240618207_0720,192605,618207,14,14,15,2,2,45080,2002,4,45080
304677_817988284101_0720,310109,284101,14,14,15,2,2,9616,2002,3,9616
303117_814793644803_0720,601600,644803,14,14,15,2,2,21781,2004,2,21781
303117_814794252401_0720,601600,252401,14,14,15,2,2,24195,2004,2,24195
295685_772290532909_0720,536308,532909,14,14,15,2,2,30435,2003,1,30435
302648_813851542703_0720,611509,542703,14,14,15,6,6,29777,2032,1,29777
303115_814784544501_0720,618207,544501,14,14,15,5,5,31494,2018,1,31494
302183_812890251305_0720,434208,251305,14,14,16,2,2,29042,2004,4,29042
302191_830658243607_0720,806708,243607,14,14,16,2,2,29922,2001,4,29922
303517_815579290206_0720,264803,290206,14,14,16,3,3,21976,2268,4,21976
303521_815585780707_0720,264803,780707,14,14,16,2,2,35602,2254,4,35602
303554_815656770300_0720,246203,770300,14,14,16,2,2,35882,2002,4,35882
303862_816261251305_0720,436701,251305,14,14,16,2,2,32666,2004,4,32666
303965_830557644004_0720,513109,644004,14,14,16,2,2,39895,2010,4,39895
303970_816559930108_0720,946801,930108,14,14,16,2,2,28079,2011,4,28079
304357_817317657705_0720,526005,657705,14,14,16,2,2,26639,2004,4,26639
304756_818145946801_0720,933801,946801,14,14,16,5,5,52021,2033,4,52021
