Отправление,Прибытие,Тип простоя,Модель вагона,День отправления (от начала расчета),День прибытия (от начала расчета),Количество,Цена порожнего пробега (за вагон),Код следующего заказa,Расчитанный тариф следующего заказа
795401,304606,P,2052,0,9.0,1,24225,296568_824887780800_0716,-
620207,193805,P,2135,0,9.0,1,21002,302253_826993890004_0716,-
620207,193805,P,2135,0,9.0,1,21002,302253_826993890004_0716,-
289904,280904,P,2070,0,9.0,1,29926,303983_816605450605_0716,-
289904,280904,P,2070,0,9.0,1,29926,303983_816605450605_0716,-
648503,193805,P,2050,0,9.0,1,31582,304722_827005890004_0716,-
648503,193805,P,2050,0,9.0,1,31582,304722_827005890004_0716,-
297703,193805,P,2140,0,9.0,1,12030,304722_827005890004_0716,-
270005,291707,P,2061,0,8.0,1,19905,307338_826916130007_0716,-
275300,291707,P,2070,0,9.0,1,33915,307338_826916130007_0716,-
268503,291707,P,2070,0,8.0,1,28757,307338_826916130007_0716,-
611405,250904,P,2153,0,8.0,1,26679,304760_818149698606_0716,-
780800,250904,P,2153,0,8.0,1,21002,304760_818149698606_0716,-
648503,198902,P,2068,0,10.0,1,16472,303008_814605927105_0716,-
648503,198902,P,2068,0,10.0,1,16472,303008_814605927105_0716,-
648503,198902,P,2041,0,10.0,1,16472,303008_814605927105_0716,-
648503,198902,P,2158,0,10.0,1,16472,303008_814605927105_0716,-
926403,932902,P,2146,0,9.0,1,33915,308028_829577438302_0716,-
903204,932902,P,2050,0,10.0,1,22583,308028_829577438302_0716,-
948309,932902,P,2155,0,9.0,1,17142,308028_829577438302_0716,-
948309,932902,P,2155,0,9.0,1,17142,308028_829577438302_0716,-
890108,932902,P,2163,0,8.0,1,26679,308028_829577438302_0716,-
888004,932902,P,2052,0,9.0,1,21985,308028_829577438302_0716,-
948309,932902,P,2137,0,9.0,1,17142,308028_829577438302_0716,-
948309,932902,P,2061,0,9.0,1,17142,308028_829577438302_0716,-
903204,932902,P,2146,0,10.0,1,22583,308028_829577438302_0716,-
903204,932902,P,2146,0,10.0,1,22583,308028_829577438302_0716,-
903204,932902,P,2146,0,10.0,1,22583,308028_829577438302_0716,-
947005,932902,P,2061,0,10.0,1,13140,308028_829577438302_0716,-
817600,814903,P,2135,0,8.0,1,9966,302640_813833520901_0716,-
828501,814903,P,2135,0,8.0,1,16234,302640_813833520901_0716,-
828501,814903,P,2135,0,8.0,1,16234,302640_813833520901_0716,-
828501,814903,P,2135,0,8.0,1,16234,302640_813833520901_0716,-
817507,814903,P,2135,0,8.0,1,6486,302640_813833520901_0716,-
817507,814903,P,2135,0,8.0,1,6486,302640_813833520901_0716,-
817507,814903,P,2135,0,8.0,1,6486,302640_813833520901_0716,-
828501,814903,P,2141,0,8.0,1,16234,302640_813833520901_0716,-
790408,814903,P,2141,0,8.0,1,26679,302640_813833520901_0716,-
790408,814903,P,2141,0,8.0,1,26679,302640_813833520901_0716,-
228101,38101,P,2070,0,10.0,1,31948,303072_814706927209_0716,-
270403,38101,P,2052,0,10.0,1,33916,303072_814706927209_0716,-
36905,38101,P,2052,0,6.0,1,668,303072_814706927209_0716,-
851207,845600,P,2070,0,7.0,1,11911,303081_814715648503_0716,-
851207,845600,P,2070,0,7.0,1,11911,303081_814715648503_0716,-
814208,581801,P,2044,0,10.0,1,28161,303437_815419850204_0716,-
520901,581801,P,2155,0,8.0,1,22727,303437_815419850204_0716,-
852303,654701,P,2068,0,10.0,1,36880,305112_830278703908_0716,-
795401,654701,P,2070,0,7.0,1,11026,305112_830278703908_0716,-
781701,654701,P,2070,0,7.0,1,17494,305112_830278703908_0716,-
850308,836103,P,2052,0,7.0,1,11243,305944_822180933801_0716,-
850308,836103,P,2052,0,7.0,1,11243,305944_822180933801_0716,-
785908,280904,P,2070,0,9.0,1,22820,303983_816609404503_0716,-
770300,280904,P,2070,0,9.0,1,29926,303983_816609404503_0716,-
284008,32406,P,2061,0,10.0,1,35640,304395_817398680509_0716,-
32904,32406,P,2070,0,6.0,1,519,304395_817398680509_0716,-
844307,853005,P,2052,0,6.0,1,7774,306158_822893253207_0716,-
844307,853005,P,2052,0,6.0,1,7774,306158_822893253207_0716,-
844307,853005,P,2052,0,6.0,1,7774,306158_822893253207_0716,-
844307,853005,P,2052,0,6.0,1,7774,306158_822893253207_0716,-
10604,36801,P,2059,1,9.0,1,12742,306562_824258935506_0716,-
35809,36801,P,2164,1,7.0,1,477,306562_824258935506_0716,-
770300,280904,P,2070,0,9.0,1,29926,303983_816604547001_0716,-
289904,280904,P,2061,0,9.0,1,29926,303983_816604547001_0716,-
940006,946801,P,2052,1,8.0,1,11911,302258_813045318401_0716,-
940006,946801,P,2068,1,8.0,1,11911,302258_813045318401_0716,-
36905,70107,P,2052,0,7.0,1,7774,303104_814764778406_0716,-
220307,70107,P,2052,0,8.0,1,25752,303104_814764778406_0716,-
245709,70107,P,2043,0,8.0,1,28757,303104_814764778406_0716,-
32904,70107,P,2043,0,7.0,1,7774,303104_814764778406_0716,-
801208,769604,P,2062,0,8.0,1,21002,304379_828989547105_0716,-
781004,769604,P,2062,0,7.0,1,17494,304379_828989547105_0716,-
320007,190008,P,2141,0,10.0,1,13606,306625_824435940006_0716,-
297703,190008,P,2141,0,9.0,1,12030,306625_824435940006_0716,-
795401,233400,P,2052,0,10.0,1,28161,302233_821930722203_0716,-
795401,233400,P,2052,0,10.0,1,28161,302233_821930722203_0716,-
795401,233400,P,2052,0,10.0,1,28161,302233_821930722203_0716,-
795401,233400,P,2052,0,10.0,1,28161,305493_822538722203_0716,-
795401,233400,P,2052,0,10.0,1,28161,305493_822538722203_0716,-
520901,612003,P,2155,0,8.0,1,19054,304670_817978700100_0716,-
520901,612003,P,2155,0,8.0,1,19054,304670_817978700100_0716,-
520901,630209,P,2155,0,9.0,1,35640,303082_814716700100_0716,-
520901,630209,P,2071,0,9.0,1,35640,303082_814716700100_0716,-
800205,655206,P,2146,0,7.0,1,11911,306769_826767971907_0716,-
800101,655206,P,2146,0,8.0,1,12560,306769_826767971907_0716,-
516200,269601,P,2061,0,10.0,1,28161,303458_815466703700_0716,-
520808,269601,P,2070,0,10.0,1,29764,303458_815466703700_0716,-
844307,846001,P,2052,0,6.0,1,5599,302631_813814060904_0716,-
844307,846001,P,2052,0,6.0,1,5599,302631_813814060904_0716,-
520901,263105,P,2071,0,10.0,1,39425,303430_815408700100_0716,-
520901,263105,P,2071,0,10.0,1,39425,303430_815408700100_0716,-
936903,891806,P,2094,0,10.0,1,28161,304777_818216747605_0716,-
840109,891806,P,2070,0,9.0,1,23470,304777_818216747605_0716,-
289503,280904,P,2152,0,8.0,1,27867,303983_824481704309_0716,-
792102,280904,P,2070,0,10.0,1,35640,303983_824481704309_0716,-
780800,302304,P,2164,0,10.0,1,37551,302600_813748700308_0716,-
780800,302304,P,2164,0,10.0,1,37551,302600_813748700308_0716,-
780800,280904,P,2164,0,9.0,1,29926,303983_816608722203_0716,-
289904,280904,P,2070,0,9.0,1,29926,303983_816608722203_0716,-
520901,194901,P,2041,0,9.0,1,35640,305483_826935988306_0716,-
520901,194901,P,2041,0,9.0,1,35640,305483_826935988306_0716,-
538708,194901,P,2144,0,10.0,1,29764,305484_826939988306_0716,-
538708,194901,P,2135,0,10.0,1,29764,305484_826939988306_0716,-
538708,194901,P,2135,0,10.0,1,29764,305484_826939988306_0716,-
790408,814903,P,2135,0,8.0,1,26679,302640_813835033004_0716,-
780001,814903,P,2153,0,8.0,1,22727,302640_813835033004_0716,-
657705,814903,P,2135,0,8.0,1,21002,302640_813835033004_0716,-
817600,814903,P,2135,0,8.0,1,9966,302640_813835033004_0716,-
831203,814903,P,2153,0,9.0,1,33915,302640_813835033004_0716,-
830304,814903,P,2135,0,9.0,1,30017,302640_813835033004_0716,-
850204,817102,P,2052,0,10.0,1,39425,305143_823984033502_0716,-
850204,817102,P,2052,0,10.0,1,39425,305143_823984033502_0716,-
844307,883809,P,2052,0,8.0,1,22727,305747_821484947005_0716,-
763701,199303,P,2052,0,10.0,1,25457,307625_827582990005_0716,-
623600,199303,P,2052,0,9.0,1,21763,307625_827582990005_0716,-
617806,199303,P,2043,0,10.0,1,33117,307625_827582990005_0716,-
520901,436701,P,2140,0,9.0,1,33915,303862_816261251305_0717,-
520901,436701,P,2140,0,9.0,1,33915,303862_816261251305_0717,-
520901,513109,P,2062,0,7.0,1,11243,303965_830557644004_0717,-
520901,513109,P,2062,0,7.0,1,11243,303965_830557644004_0717,-
940006,946801,P,2137,1,8.0,1,11911,303970_816559930108_0717,-
942105,946801,P,2164,1,8.0,1,11911,303970_816559930108_0717,-
520901,582404,P,2070,0,8.0,1,22727,305131_818968657606_0717,-
520901,582404,P,2070,0,8.0,1,22727,305131_818968657606_0717,-
520901,582404,P,2070,0,8.0,1,22727,305131_818968657606_0717,-
940006,946801,P,2070,1,8.0,1,11911,305163_819040932809_0717,-
940006,946801,P,2070,1,8.0,1,11911,305163_819040932809_0717,-
850204,843408,P,2050,0,8.0,1,13321,305462_820267890907_0717,-
850505,843408,P,2137,0,8.0,1,13321,305462_820267890907_0717,-
840109,843408,P,2041,0,6.0,1,7291,305462_820267890907_0717,-
890108,843408,P,2050,0,9.0,1,29926,305462_820267890907_0717,-
882506,843408,P,2146,0,9.0,1,31948,305462_820267890907_0717,-
850204,843408,P,2050,0,8.0,1,13321,305462_820267890907_0717,-
850204,843408,P,2068,0,8.0,1,13321,305462_820267890907_0717,-
850204,843408,P,2146,0,8.0,1,13321,305462_820267890907_0717,-
853306,843408,P,2155,0,8.0,1,14235,305462_820267890907_0717,-
888706,843408,P,2053,0,8.0,1,19905,305462_820267890907_0717,-
520901,610506,P,2062,0,8.0,1,20019,303935_816466659006_0717,-
520901,610506,P,2062,0,8.0,1,20019,303935_816466659006_0717,-
520901,610506,P,2062,0,8.0,1,20019,303935_816466659006_0717,-
288901,282002,P,2044,0,8.0,1,20019,305139_818977769407_0717,-
289603,282002,P,2052,0,9.0,1,24926,305139_818977769407_0717,-
520901,438406,P,2053,0,8.0,1,28757,304387_817379511404_0718,-
520901,438406,P,2158,0,8.0,1,28757,304387_817379511404_0718,-
795401,635306,P,2052,0,9.0,1,21985,304708_818048610807_0718,-
795401,635306,P,2052,0,9.0,1,21985,304708_818048610807_0718,-
781409,194808,P,2052,0,10.0,1,55325,304710_818052252401_0718,-
795401,194808,P,2140,0,10.0,1,28161,304710_818052252401_0718,-
795401,644606,P,2043,0,9.0,1,21376,304739_818114800101_0718,-
780302,644606,P,2052,0,8.0,1,26679,304739_818114800101_0718,-
769407,250904,P,2135,0,9.0,1,20772,304760_818153220504_0718,-
794004,250904,P,2153,0,8.0,1,24664,304760_818153220504_0718,-
520901,581407,P,2059,0,8.0,1,24546,304766_818167251305_0718,-
520901,581407,P,2059,0,8.0,1,24546,304766_818167251305_0718,-
844307,826402,P,2052,0,9.0,1,29926,304774_827469780001_0718,-
850204,826402,P,2052,0,9.0,1,23470,304774_827469780001_0718,-
850204,850401,P,2052,0,5.0,1,516,306035_822509892103_0718,-
850204,850401,P,2070,0,5.0,1,516,306035_822509892103_0718,-
520901,192605,P,2070,0,10.0,1,35640,307939_829240618207_0718,-
520901,192605,P,2070,0,10.0,1,35640,307939_829240618207_0718,-
538708,439305,P,2153,0,9.0,1,23655,303450_815439184100_0718,-
532909,439305,P,2135,0,9.0,1,33931,303450_815439184100_0718,-
954704,946801,P,2061,0,11.0,1,45214,303462_830576942105_0712,-
954704,946801,P,2052,0,11.0,1,45214,303462_830576942105_0712,-
954704,946801,P,2164,0,11.0,1,45214,303462_830577942105_0712,-
942105,946801,P,2137,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2137,1,8.0,1,11911,303462_830577942105_0712,-
940006,946801,P,2061,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2068,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2041,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2044,1,8.0,1,11911,303462_830577942105_0712,-
940006,946801,P,2052,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2070,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2070,1,8.0,1,11911,303462_830577942105_0712,-
942105,946801,P,2052,1,8.0,1,11911,303462_830577942105_0712,-
520901,260003,P,2070,0,11.0,1,43470,303865_816265270306_0712,-
520901,260003,P,2070,0,11.0,1,43470,303865_816265270306_0712,-
520901,260003,P,2070,0,11.0,1,43470,303865_816265270306_0712,-
850204,803203,P,2070,0,9.0,1,33117,303885_827393770300_0712,-
850204,803203,P,2070,0,9.0,1,33117,303885_827393770300_0712,-
942105,946801,P,2052,1,8.0,1,11911,303931_816449940006_0712,-
942105,946801,P,2052,1,8.0,1,11911,303931_816449940006_0712,-
942105,946801,P,2052,1,8.0,1,11911,303931_816449940006_0712,-
942105,946801,P,2052,1,8.0,1,11911,303931_816449940006_0712,-
942105,946801,P,2061,1,8.0,1,11911,303931_816449940006_0712,-
943701,946801,P,2044,1,7.0,1,6809,303931_816449940006_0712,-
940006,946801,P,2062,1,8.0,1,11911,303942_816477942105_0712,-
943701,946801,P,2052,1,7.0,1,6809,303942_816477942105_0712,-
943701,946801,P,2052,1,7.0,1,6809,303942_816477942105_0712,-
942105,946801,P,2068,1,8.0,1,11911,303942_816477942105_0712,-
943701,946801,P,2068,1,7.0,1,6809,303942_816477942105_0712,-
942105,946801,P,2052,1,8.0,1,11911,303942_816477942105_0712,-
943701,946801,P,2158,1,7.0,1,6809,303942_816477942105_0712,-
943701,946801,P,2043,1,7.0,1,6809,303942_816477942105_0712,-
943701,946801,P,2043,1,7.0,1,6809,303942_816477942105_0712,-
943701,946801,P,2043,1,7.0,1,6809,303942_816477942105_0712,-
943701,946801,P,2163,1,7.0,1,6809,303942_816477942105_0712,-
840109,814903,P,2135,0,11.0,1,31023,301831_811989613608_0716,-
840109,814903,P,2153,0,11.0,1,31023,301831_811989613608_0716,-
840109,814903,P,2153,0,11.0,1,31023,301831_811989613608_0716,-
850204,844307,P,2070,0,7.0,1,9777,302643_813843890907_0716,-
850204,844307,P,2070,0,7.0,1,9777,302643_813843890907_0716,-
936903,932103,P,2071,0,8.0,1,13610,302657_813881694906_0716,-
936903,932103,P,2071,0,8.0,1,13610,302657_813881694906_0716,-
285602,36801,P,2050,0,11.0,1,37551,303956_816502890108_0716,-
250707,36801,P,2146,0,11.0,1,37551,303956_816502890108_0716,-
18409,36801,P,2050,1,11.0,1,33117,303956_816502890108_0716,-
850204,844701,P,2070,0,8.0,1,14694,304343_817298773101_0716,-
850204,844701,P,2070,0,8.0,1,14694,304343_817298773101_0716,-
244208,36801,P,2164,1,11.0,1,29926,304791_818254890108_0716,-
18409,36801,P,2164,1,11.0,1,33117,304791_818254890108_0716,-
936903,932103,P,2044,0,8.0,1,13610,306706_824621892103_0716,-
936903,932103,P,2071,0,8.0,1,13610,306706_824621892103_0716,-
850204,844307,P,2070,0,7.0,1,9777,307876_828973890907_0716,-
850204,844307,P,2070,0,7.0,1,9777,307876_828973890907_0716,-
975202,960601,P,2061,0,8.0,1,14751,305147_819000843200_0716,-
917103,960601,P,2052,0,8.0,1,13340,305147_819000843200_0716,-
917103,960601,P,2052,0,8.0,1,13340,305147_819000843200_0716,-
831203,280904,P,2155,0,11.0,1,47403,303983_816597104801_0716,-
792102,280904,P,2050,0,10.0,1,35640,303983_816597104801_0716,-
850204,932103,P,2070,0,10.0,1,41670,302201_812941937003_0717,-
850204,932103,P,2070,0,10.0,1,41670,302201_812941937003_0717,-
943701,946801,P,2070,1,7.0,1,6809,303139_830582944702_0717,-
943701,946801,P,2070,1,7.0,1,6809,303139_830582944702_0717,-
943701,946801,P,2070,1,7.0,1,6809,303933_830578944702_0717,-
943701,946801,P,2070,1,7.0,1,6809,303933_830578944702_0717,-
520901,644708,P,2070,0,10.0,1,37551,303953_816495253508_0717,-
520901,644708,P,2070,0,10.0,1,37551,303953_816495253508_0717,-
520901,657907,P,2070,0,10.0,1,37551,303955_816499644803_0717,-
520901,657907,P,2070,0,10.0,1,37551,303955_816499644803_0717,-
850204,800008,P,2061,0,9.0,1,33117,303977_816575828501_0717,-
853109,800008,P,2070,0,9.0,1,33915,303977_816575828501_0717,-
943701,946801,P,2070,1,7.0,1,6809,305170_830580944702_0717,-
943701,946801,P,2070,1,7.0,1,6809,305170_830580944702_0717,-
974303,950807,P,2070,0,11.0,1,12403,303092_814751954704_0717,-
974303,950807,P,2164,0,11.0,1,12403,303092_814751954704_0717,-
520901,644708,P,2070,0,10.0,1,37551,303953_816496800101_0717,-
520901,644708,P,2070,0,10.0,1,37551,303953_816496800101_0717,-
520901,635306,P,2070,0,10.0,1,35640,304708_818048610807_0717,-
520901,635306,P,2070,0,10.0,1,35640,304708_818048610807_0717,-
521001,644606,P,2061,0,10.0,1,37551,304739_818114800101_0717,-
521001,644606,P,2146,0,10.0,1,37551,304739_818114800101_0717,-
532909,250904,P,2135,0,11.0,1,50345,304760_818153220504_0717,-
532909,250904,P,2135,0,11.0,1,50345,304760_818153220504_0717,-
521001,581407,P,2052,0,8.0,1,24546,304766_818167251305_0717,-
521001,581407,P,2070,0,8.0,1,24546,304766_818167251305_0717,-
926403,850401,P,2043,0,11.0,1,43470,306035_822509892103_0717,-
930108,850401,P,2059,0,11.0,1,41670,306035_822509892103_0717,-
520901,192605,P,2061,0,10.0,1,35640,307939_829240618207_0717,-
532203,192605,P,2061,0,10.0,1,39425,307939_829240618207_0717,-
288308,310109,P,2052,0,10.0,1,37551,304677_817988284101_0717,-
760506,310109,P,2070,0,8.0,1,27867,304677_817988284101_0717,-
521001,611602,P,2146,0,8.0,1,19054,305207_819137520901_0717,-
524000,611602,P,2070,0,7.0,1,11741,305207_819137520901_0717,-
614403,611602,P,2052,0,7.0,1,16438,305207_819137520901_0717,-
617806,618207,P,2043,0,6.0,1,3210,303115_814784544501_0717,-
617806,618207,P,2043,0,6.0,1,3210,303115_814784544501_0717,-
617806,618207,P,2043,0,6.0,1,3210,303115_814784544501_0717,-
617806,618207,P,2043,0,6.0,1,3210,303115_814784544501_0717,-
617806,618207,P,2043,0,6.0,1,3210,303115_814784544501_0717,-
617806,611602,P,2052,0,7.0,1,9072,308230_830293542703_0717,-
617806,611602,P,2052,0,7.0,1,9072,308230_830293542703_0717,-
760506,314307,P,2070,0,8.0,1,28757,308236_830310270403_0717,-
780001,314307,P,2070,0,10.0,1,35640,308236_830310270403_0717,-
792102,280904,P,2050,0,10.0,1,35640,303983_816600245709_0717,-
289503,280904,P,2041,0,8.0,1,27867,303983_816600245709_0717,-
617806,606303,P,2052,0,8.0,1,19054,289315_751652290206_0717,-
617806,606303,P,2052,0,8.0,1,19054,289315_751652290206_0717,-
617806,606303,P,2052,0,8.0,1,19054,289315_751653800605_0717,-
617806,606303,P,2052,0,8.0,1,19054,289315_751653800605_0717,-
617806,260107,P,2052,0,9.0,1,31948,303483_829176817600_0717,-
617806,260107,P,2052,0,9.0,1,31948,303483_829176817600_0717,-
798400,761602,P,2070,0,10.0,1,37551,303524_825559684001_0717,-
283908,20502,P,2043,0,11.0,1,55325,303911_816383245709_0717,-
184100,20502,P,2052,0,10.0,1,19427,303911_816383245709_0717,-
617806,513109,P,2052,0,8.0,1,19054,303965_830558252401_0717,-
617806,513109,P,2052,0,8.0,1,19054,303965_830558252401_0717,-
617806,644606,P,2052,0,9.0,1,23470,304739_818108521001_0717,-
617806,644606,P,2052,0,9.0,1,23470,304739_818108521001_0717,-
617806,211903,P,2052,0,9.0,1,29926,307008_825714011400_0717,-
617806,211903,P,2052,0,9.0,1,29926,307008_825714011400_0717,-
853109,651807,P,2070,0,11.0,1,38473,307668_827819690002_0717,-
853306,651807,P,2070,0,11.0,1,28634,307668_827819690002_0717,-
617806,194009,P,2052,0,10.0,1,31948,306556_824227525407_0717,-
617806,194009,P,2052,0,10.0,1,31948,306556_824227525407_0717,-
100800,196502,P,2052,0,11.0,1,24804,302252_813039535907_0717,-
617806,196502,P,2052,0,10.0,1,33117,302252_813039535907_0717,-
184100,20502,P,2070,0,10.0,1,19427,303911_816384192906_0717,-
184100,20502,P,2070,0,10.0,1,19427,303911_816384192906_0717,-
617806,593300,P,2052,0,8.0,1,24546,305172_819066781004_0717,-
617806,593300,P,2052,0,8.0,1,24546,305172_819066781004_0717,-
18409,21806,P,2135,0,9.0,1,33915,305180_819086192906_0717,-
18409,21806,P,2135,0,9.0,1,33915,305180_819086192906_0717,-
220504,21806,P,2144,0,10.0,1,33117,305180_819086192906_0717,-
850204,654701,P,2070,0,11.0,1,41670,306445_823999853109_0717,-
853109,654701,P,2052,0,11.0,1,43470,306445_823999853109_0717,-
853109,654701,P,2052,0,11.0,1,43470,306445_824002290206_0717,-
853109,654701,P,2061,0,11.0,1,43470,306445_824002290206_0717,-
936903,932103,P,2071,0,8.0,1,13610,306707_824627834108_0717,-
936903,932103,P,2071,0,8.0,1,13610,306707_824627834108_0717,-
520901,198404,P,2135,0,11.0,1,37551,302218_812966780800_0717,-
520901,198404,P,2135,0,11.0,1,37551,302218_812966780800_0717,-
528602,198404,P,2135,0,11.0,1,58086,302218_812966780800_0717,-
520901,198404,P,2153,0,11.0,1,37551,302218_812966780800_0717,-
892103,843906,P,2070,0,8.0,1,28757,308296_830594785109_0717,-
935703,882506,P,2146,0,11.0,1,45214,295184_771333946801_0717,-
70501,102901,P,2052,0,11.0,1,13865,301659_811179194507_0717,-
200002,102901,P,2070,1,11.0,1,22855,301659_811179194507_0717,-
840109,806708,P,2153,0,10.0,1,41670,302191_830665521001_0717,-
524404,637104,P,2052,0,9.0,1,35640,302584_813716035508_0717,-
104303,70709,P,2070,0,11.0,1,25258,302666_813895524000_0717,-
659006,70709,P,2070,0,11.0,1,45214,302666_813895524000_0717,-
200002,100001,P,2070,1,11.0,1,22855,303513_825987180504_0717,-
157705,100001,P,2070,1,11.0,1,15054,303513_825987180504_0717,-
936903,893500,P,2071,0,10.0,1,25457,304316_817256946801_0717,-
944702,893500,P,2044,0,11.0,1,47403,304316_817256946801_0717,-
800205,781004,P,2071,0,6.0,1,6327,304412_817432696102_0717,-
770103,781004,P,2062,0,6.0,1,7189,304412_817432696102_0717,-
613006,635306,P,2052,0,7.0,1,15436,304708_818042850204_0717,-
610205,635306,P,2043,0,8.0,1,19054,304708_818042850204_0717,-
532909,250904,P,2153,0,11.0,1,50345,304760_818151320007_0717,-
532909,250904,P,2153,0,11.0,1,50345,304760_818151320007_0717,-
520808,582404,P,2052,0,8.0,1,20019,305131_818967790408_0717,-
620207,582404,P,2070,0,8.0,1,14694,305131_818967790408_0717,-
289503,271101,P,2141,0,10.0,1,35640,305213_819143520901_0717,-
780800,271101,P,2162,0,8.0,1,22727,305213_819143520901_0717,-
780800,190008,P,2140,0,11.0,1,39425,306622_824427790408_0717,-
288009,190008,P,2071,0,11.0,1,41670,306622_824427790408_0717,-
890907,800605,P,2070,0,11.0,1,47403,307054_826598696206_0717,-
853109,800605,P,2061,0,9.0,1,33915,307054_826598696206_0717,-
532203,625200,P,2070,0,9.0,1,35640,295565_821944035601_0717,-
